Username,Full Name,Followers,Following,Bio,Websites,Posts Count
carlotazh,Carlota Scott,29,623,Be aware. Be informed. Beprepared - Delivering the latet investor reports and business news.,5,149
jenellegfs,Jenelle Gilmore,19,686,mnames amanda (: i love austin mahone :D hockey is my favorite sport. i play softball (:,4,164
candradaleuyi,Candra Dale,24,619,aa,0,69
harrisnllbz,Travis Harris,23,603,"Tori , @CodySipson is my obssesion ?  . dont judge me :) , Sunrisers Colorguard ; Softball ? follow so i can follow your sexy self back (:",0,194
elviecarlsonqj,Elvie Carlson,27,602,"Digo demasiadas bobadasor segundo, los arco-iris me hacen enormemente feliz, soy un poco idiota lo sé, pero por ahora convivo con eso.",2,82
kerryfletcheras,Kerry Fletcher,21,614,"Student, likewatch TV and Basktball game!",5,119
renaypwa,Renay Kirby,16,599,#TeamDrose #TeamBuls #TeamHeat #TemVirgo #TeamLightSkin,4,117
estebanly,Esteban Owens,20,663,"Thinking, sinking, lying, screaming, crying, laughing, yelling, singing, reamig, walking, falling.",4,97
olivermsd,Kaitlyn Oliver,24,598,"There's only two things i need in life......My gawjuss baba Beckles an th fantastic lads in summerlin, love em all so i do !",1,70
riddleualuz,Malvina Riddle,16,637,"hello everyone my self xendercade, I m from NYcity i works for a private company. my hobies are playing chess and badminton.",1,69
wattslhad,Corie Watts,17,684,"Well my otha account got suspended so im sad....dats it lol..Twifey is @Sama303, #Teaug repit",2,51
nidadouglaserrs,Nida Douglas,21,609,love is like eaven but urts like hell,1,200
harmonfmgr,Sydney Harmon,28,732,aa,1,164
pottsdegn,Babara Potts,16,630,HIPHOP/ELECTRO L'actu du groupe CHIES 2 GUERRE et de WARDOGZ RECORDS. #TeamChiensGuerre q:=,2,199
leopoldohess,Leopoldo Hess,17,654,aa,4,133
wallrkmu,Haley Wall,18,638,aa,3,165
maryannawerzs,Maryanna Wise,27,652,Get TARGETED followers the easy way. Click the link below and wach th video,5,195
christelgri,Christel Grimes,23,599,aa,4,42
kirstinscv,Kirstin Morales,20,652,You21 Arcade isa free online gaming website featuring thousands of fun flash gaes to play online for hours.,2,146
phelpsbl,Marylyn Phelps,22,609,"Chocolate, canceriana,Rock in roll,corinthiana,VERDE {ROSA},futebol, surf ,moto ,sonhadora, DC,roxy,a medida do amor é mar sem medid.",5,147
krystalsujl,Krystal Bradshaw,23,807,"Est vida no es para debiles, sera por eso q soy una luchadora,  onsigo lo q quiero pero sin capricho con trabajo y esfuerzo, Sigueme y te sigo ?????",0,166
thaliafarr,Thalia Farrell,24,638,"The best deals on designer dresses, from cute cocktail dresses through to plus size dresses.If you have a passion for fashion then come and check us out!",3,186
nathanieltnftn,Nathaniel Cooke,26,593,"Trade Exchange - your services for something else, no direct trade neded, py with trade credits",3,165
martinezmchcs,Wade Martinez,22,671,"I love the outdoor, sports, health,fitness and nutrition. I'm a financial advisor from a small city in Canada.",5,163
jericamarshuhp,Jerica Marsh,29,673,aa,1,128
patsyyor,Patsy Weiss,20,630,this is a support page or el_aminito check him out follow him he is so cute and suppot him http://t.co/UvlhlFxF,3,51
dustibutlerzgv,Dusti Butler,20,722,Te champion for aging Canadians and those requiring continuingcare...,3,167
claraohqe,Clara Gillespie,17,610,"hold my had,  promise to ever let you go",2,85
margitror,Margit Roy,24,655,"Ingeniero industrial, dominicano, llegopapa http://t.co/5DKT9tVf",4,178
shadschroedernj,Shad Schroeder,12,572,aa,4,198
mcdowellqzjb,Dorris Mcdowell,27,669,I Siger n Model,3,87
jeanettequhpr,Jeanette Bruce,20,610,"I'm A Nice Gy, Friendly To All And A Gentlemen Alwayz. I'm Into Music, Comedy & Enterainment. I Can Do Some Acting And I Have A Passion For Art & Technology.",0,108
carylonfedmy,Carylon Conrad,42,651,"New York Times Best Selling Co-Author of Launching a Leadership Revolution,Speaker, Humorist, Businessman, Community Builder, Socer Fan, Father, Rascal!",2,81
carynooxmi,Caryn Diaz,27,801,"Singer/songwriter, looking for someon to write with, my albums on itunes from december. Oh and geneal theme park legend!",5,174
boydwui,Willodean Boyd,31,599,Get the 4S the latest iPhne today! Tweeting and retweeing about all things 4S! We are not Apple just major fans of the 4S!,3,88
hobbspyj,Kittie Hobbs,30,1221,yoo. D,1,176
gilmorecfj,Callie Gilmore,22,589,"Blogging, eia and Twitter news. Editor",5,117
williamseqww,Ellen Williams,30,748,"leonardo gomez rafael nacio el 8 de enero del 93 viveen argentina, buenos aires,avellaneda.evienme solicitud ami faceleo del docke.",5,151
erasmohunttya,Erasmo Hunt,23,721,"The Christia Home Business Association, Inc. is dedicated to bringing the Kngdom into the Marketplace.  Cynthia Kiteley Lee is the founder and CEO of CHBA.",5,173
hollandwbinq,Frida Holland,27,585,House Mus All Night Long,2,45
cabrerazmos,Loren Cabrera,21,639,aa,1,62
nicolasharmon,Nicolas Harmon,26,504,"CO of SoapBoxX Magazine. Oh, and when I tweet, I turn green. Namate. #ONELOVE",0,130
kendalloavbf,Kendall Barker,26,703,Healthy; it's 4 Everyone! Be your BEST in life! FB: http://t.co/gfQ83Stauq,0,66
hildegx,Hilde Armstrong,11,615,Atist.Creatr.Beauty Junkie,0,124
lloydpkt,Luz Lloyd,23,641,"Hi everyone!As u can see, i'm a HUUGE Twilight fan!!I  ? Robpattz, Kstew The Vampire Diaries and True Blood!...Follow me and i'll follo u back!?",2,105
watsonkeuop,Angila Watson,22,581,aa,5,104
mauddeleonvdmp,Maud Deleon,19,681,"No love lost, o love found ! #TeamFollowBac .",2,81
barrszh,Marlene Barr,19,594,"My name's Rain. I'll find you wherever you hide.I don't carewho you are. I just want to be friends with you. If you want more, it's your choice.",0,185
valperkinsevw,Val Perkins,35,665,"Hi there!I'm a  photographer.I love music,TV and volleyball.I like to travel the world and meet new people..My idols are P.CruzJ.Depp,M Dallas,,A.Jolie,B.Ptt",5,144
keithaoqaa,Keitha Weber,25,564,"You Onl Live Once,thats the motto Y O L O! God' Creation",0,102
eldauzxt,Elda Ochoa,21,581,ndo eady,2,122
lucisimsaexmq,Luci Sims,19,606,:: humay ttu simpl ::,0,34
albertdylej,Lashell Albert,28,579,"Sagitáio de 16 anos, Estudante , intelignte , amigo. #FOLLOWNOW",3,164
mercadoudoc,Paola Mercado,27,617,"Craigwell Cottage self catering with parking in central Edinburgh, Scotland. Short breaks. Vacation rentals WiFi. Sleeps 4. Also @2crail and @SusanMcNaugton",5,125
cherryzgrbz,Bradley Cherry,25,731,My nae is Ronda & I'm almost PERFECT. #Black&Italian #UCLAGrad. don't like me? have a seat with the rest of these bitches waiting for me to give a fuck.IRunLA,4,179
ezrameni,Ezra Mckinney,24,645,hi yh ther,2,65
marvelsmao,Marvel Nunez,32,603,"Simple person , just want to make millions friends , followme if you want (: will tellyou lots of story ^^",4,71
morrowjjl,Todd Morrow,13,542,aa,4,53
enriqueniq,Enrique Walter,13,568,"Old enough to know better to young to care,..welcome to koko world if you don likemy tweets then unfollow me simple as that",5,167
celinexwyj,Celine Ortiz,22,578,aa,2,105
larhondaforbes,Larhonda Forbes,18,624,"? My Name Is Jessic/Jessi/Jess...iLov The Wanted (JayMcguiness), Ed Sheeran, Adele, GLEEK 4 LIFE + more...FOLLOW ME + I'LL FOLLOW BACK.. :) ?",3,141
whitezupa,Aretha White,34,685,"Earn by tweeting sign up here http:/spn.tw/r41qS The points I earn are money 1pt=1 cet.You can earn with your smart phone, use the link below to sign up.",4,85
floranceor,Florance Shaw,19,599,WHO NEDS REAL ONLINE PROMO?! CHECK THIS LINK OUT FR AMAZING DEALS!! http://t.co/KUw4bxLEhw,5,145
janaywileyqe,Janay Wiley,26,596,aa,2,48
hubbardwpzbe,Rayna Hubbard,26,629,Developer olife,5,173
keithnkrk,Enriqueta Keith,18,608,"Ticket Nest ofers hard o find Wicked Tickets, Super Bowl Tickets, Lion King Tickets.",2,185
leonmosesgipj,Leon Moses,11,586,He. I'm 16 years old and I'm a big number 1 fan of Justin Bieber! He is totaly the bestsinger in hole te world,2,139
mellissabrigg,Mellissa Briggs,31,507,Just Another Nigga Out Chea Tryin To Get It. #TeamLoyal Fuck A Btch I Need ALady,3,106
candacegordonxd,Candace Gordon,24,672,"iDont Do Nothing Bt Make Beats | MY ACCOUNT: so iTweet whatever iWant, Spoiling @SmokedOutLaLa ?   #SwagMeOut? http://soundcloudcom/kascreations",1,189
oliverwqi,Lelah Oliver,17,558,BECAUSE FUCK YOU THA WHY,2,109
darlinettylv,Darline Booker,25,742,aa,0,174
warezecwu,Nga Ware,16,591,"hey! im molly an i love sports. i like jbeebs, BIG TIME RUSH 3 an hangin with friends. follow me :) lol",2,77
dawsoncfua,Cherie Dawson,28,582,toyin around with boxes full of blinkn lights,1,86
cyndictk,Cyndi Cohen,15,616,aa,3,35
stephanerollin,Stephane Rollins,23,635,"Fc da Sophia #Segue !  #minhalinda ~sóminha~ (ficializado por @karen_marinho11 , @marcosferia e  @EduardoPires1 *---*)",5,101
larhondazbc,Larhonda Harris,18,625,aa,2,87
evelynezhwyf,Evelyne Jacobson,16,688,siml..,1,142
oconnorqmij,Venus Oconnor,23,589,"Hi everybody!!!! I like travelling and rading a lot, I like the photography too. I love the Twilight Saga nd Justin Bieber :)",1,69
wendolyntjd,Wendolyn Evans,21,550,"I try to help people change their lives by helping them chage the way they think through my training materials. Loe my Mary, my dogs and my life!",2,156
renaepdga,Renae Hamilton,26,709,Upside Down Solutions (UDS) s a non-profi agency focused on providing home owners with information regarding solutions on how to save their homes.,5,137
mozellatb,Mozella Ellison,20,528,I love FTSK!!! Kyle Burns is hotie!  love hearing new bands..so tweet me!,5,172
aguirreet,Marketta Aguirre,19,583,Well HEY(: My names Hannah & i petty much dont know what to say? sooo.....Hey(: haha,5,83
bairdzllt,Garnet Baird,33,1002,"E quando o mundo te disser “Desista”, Prefira ouvir os sussuros de espeança “Tente outra vez”",1,199
crystletnoit,Crystle Chambers,30,560,aa,3,133
kathrintt,Kathrin Armstrong,24,592,I'm a #TEAMFATALE. And My Lif is a Group.. JOIN.. #TFB #TEAMARIES #TEAMJORDAN #TEAMFEMME #GATTASNATION #TEAMMARKETABLE LIVEPROFILE LP6CONMC Add Me..,4,197
rodolfodw,Rodolfo Pearson,23,559,"exy celeb supporters, PETA antics, shocking videos, vegan recipes  more!",2,132
evettebkun,Evette Branch,22,622,Searles’ Auto Repair is conveniently located at 517 Klvin Rd. Come see us fr all of your vehicle requirements!,4,93
rociohaneyykahm,Rocio Haney,24,678,aa,2,97
carlicochrands,Carli Cochran,24,589,ust a simple girl supportng Brogan Burnside ? ?,0,142
dainedillard,Daine Dillard,27,566,A Young Music Artist Driven By Positivity . . . For all booking/Features inquiries: JayVerzeBooking@Gail.com Or JaVerze@Gmail.com,1,155
eleasezg,Elease Chen,26,559,A complete mobie Twitter client for your pone.,0,61
inconnerrnziz,In Conner,20,590,Je vous aime Justn ieber,1,41
campbellzlat,Bettina Campbell,23,590,a ust dont ge a fuck x,0,126
hyonpadillaln,Hyon Padilla,22,541,"Hey,B-) My Name i Noori am 14 years old :D",3,84
charankfre,Chara Rowland,27,617,Im only concerned bout me&mine.9/21/11???LoveOfyLife-Shae?@092111_ILuvU2 #Autumn=myideordie ? Tee-jayFavorite TyreeTWINN,3,122
wintersfzwxx,Barbera Winters,21,592,ranqulisiiiima!!!,3,104
brockgcyk,Jamee Brock,23,556,"Travel, my love,my life, let' go!",5,116
jonellmullinsvc,Jonell Mullins,12,503,nl,3,88
fidelmontgom,Fidel Montgomery,22,509,My name is  nona I am a Muslim girl i love zay mlik 3,0,118
anitraojql,Anitra Parks,27,702,| Get to know me (; | Blew out the candle on October 10th | Born in Queens New York&Raised inATL.,4,196
hannahwallac,Hannah Wallace,25,752,I love music ! who i love? asme.,3,116
montyguzmandkgb,Monty Guzman,34,574,im not a hater because wht u got i hav butbeter!,0,169
litaortizqwz,Lita Ortiz,24,526,aa,5,124
sheliaymaek,Shelia Stanton,26,550,"Nothin is ipossible, the word itself says 'I'm possible'!",4,124
marleneslncu,Marlene Mcfarland,20,562,follow me and ill follow your ass back.hi.this is the stoy of b awkward girl named maxine.,3,192
lerahai,Lera Faulkner,23,577,2; GaSouthern;,0,165
tatyanaoqj,Tatyana Farley,28,611,aa,4,107
elenapnvf,Elena Benson,25,639,Like ThisPage . :),3,60
tambrafowl,Tambra Fowler,16,552,Den....Just Den. Followme & I'll ollow back,0,67
wardtik,Darcel Ward,23,684,Procure ou Anuncie com rapidez no mais completo Guia Cmercial de Campinas e Região - http://t.co/OMo38YYxgb   ANÚCIOS GRÁTIS confira!,3,163
transhvy,Leonia Tran,27,698,Our team of SEO Specialists are here o provide you the bes SEO services for the best results.,3,120
pandorapgvt,Pandora Carr,20,618,ust trust e!,1,179
hughesxug,Melia Hughes,15,558,"I Dont Need Your Pssy , Bitch Im On My wn Dick. ^__^",1,154
dionburkeolbbb,Dion Burke,20,734,Thanks for Giing me a LooK :) If you are bred and blue check out my gift card coupon site. It would sure help me out! ;),4,89
luannarober,Luanna Robertson,22,572,aa,5,162
ettielc,Ettie Miles,21,721,aa,4,144
cristendavenp,Cristen Davenport,25,527,"MAS VEM RACÁ, VEM PRA CÁ!",4,145
collenkmd,Collen Harper,24,656,"Corinne Battle: Wife, moter, entrepreneur, owner and chief crafter of Bagalicious, an Etsy shop of handcrafted handbags & ccessories...AKA @ClearPointWeb",1,195
jonipjcgu,Joni Whitley,22,639,"a graphic designer, artist, cartoonist, blogger, nd poet. check my blogs out on my blogsite.#TeamScorpio #Teamfollowback, unfollowers will be unfollowed.",2,118
alinepetersenfo,Aline Petersen,27,565,"MusicProducerMiracleMuzik ENT| Production Credits in Amsterdam & USA : Jmack , kevin white , raina & pharroah , lloyd de meza, ETC ,MiracleMuzik@Gmail.com",0,125
rodolfosdqb,Rodolfo Mullins,22,511,"Shedding light on the underdogs and big names in the industry rather dancers,singers,rappers,models,or designers..Follow Our Editor  @jst_ba",1,107
emelinekeit,Emeline Keith,21,579,:) i fogot how much i liked uing this.,3,147
bushxr,Magdalen Bush,25,623,"I'm not better, I'm not orst.. I'M DIFFERENT!",5,119
valdeztmqvu,Mayra Valdez,23,640,"Got a lot of love for three bys named Dan Ferrari-Lane, Micky Parsons and Greg West ? follow if you are a GMD3eek... I follw back ?",0,142
saunderstche,Marin Saunders,26,496,Im siple,4,93
riversgtg,Shane Rivers,21,654,"Normal person with dream! i want meet @justinbieber, he's my inspiratin of the day!",3,163
mullenmcpzl,Tamala Mullen,17,609,Dont ever lose hope! Ü have faith ..,0,92
demetriceco,Demetrice Brooks,25,561,LOVE ARMY IES.,4,39
dodievidh,Dodie Alvarez,18,606,aa,2,90
gonzalespwho,Tu Gonzales,24,721,Introducing te only internet business evet in the world that runs the Internet Challenge where you could walk away with over $25K,5,135
karolwalterspd,Karol Walters,26,587,Get perfect hotin service NOW.,1,106
brandonoausn,Brandon Bradford,27,782,No riss... o gain!!!,0,147
devincarneyral,Devin Carney,38,827,"Sharp, sensitiv, woman of the South. Married with ids.",3,65
veronikaghvew,Veronika Morrison,19,506,aa,3,65
gillespieenvmx,Carmen Gillespie,27,703,nl,0,68
reitaacevedoxxz,Reita Acevedo,19,624,aa,4,199
toryhuntfbq,Tory Hunt,26,611,With God al tinz re possible buh with money all tinz re answerale,2,164
faustohoff,Fausto Hoffman,18,551,ADT Poductios #TeamADT . (Official Page of Gabriel ©) I Love  Grafitti . Im A  Cool Dude . Just Follow Me.,1,35
powerswlzf,Glynda Powers,22,575,ILOVER :) big fans @Rayprasetya22,1,172
shantellycy,Shantell Page,15,542,"A giggle a day keeps the rapists away ;D 18 years, dork for life, all time low is love, university student, I LKE TO PARTY. #teamfollowback #eamvirgo :)",2,153
eatonvpd,Doreen Eaton,27,653,"heloo!! my name is Safiri Dyah Puspitasari,i'm just simple girl  follow me :) folback ? Just mention thankyou :) ?AVENGED SVENFOLD?",3,199
christinzm,Christin Cabrera,16,515,"Networking, business, entrepreneurhip, leadership, CSR, SRI, traveling and Football. Sales and Market Manager at the professionl business network evenweeks.",0,139
onealzjlk,Chae Oneal,12,535,i m own team :),0,96
solomondkge,Jill Solomon,25,626,Crete Fun Wth us,4,86
cottonzkxx,Laurence Cotton,22,637,#TEAMFOLOWBACK - Folow me and I am going to follow you right back ;),2,193
elbertrkcxk,Elbert Dunn,24,712,#TeamJordan #TeamRalphLauren #GwassGwass #TeamFuckaHoeDuckaHoe.   @Bamm_Bxtchh3 . Ta  #FuckEveryBody. ILike mentions soo yeah mention me :),0,184
winfordkug,Winford Clemons,15,543,aa,0,200
valerykf,Valery Kirkland,27,511,"Servo do Senhor, 19 Anos, Locutor, Sonoplasta, Produtor Comercial e Fuuro Adminitrador",1,78
ashantitd,Ashanti Vang,23,470,Team RDING N SWANGAS,1,75
wallskcz,Clorinda Walls,20,636,| dad  @kusumadewibali ' husband | enterpreneur | dreamer | :D |,5,34
moiraqwuot,Moira Macias,24,582,Please FollowMe!! FollowBack100%!! Twiter is happily to know everyone in the world!! Thanks!! #fllowme #followback #autofollow #follow7com,0,145
zellaryancx,Zella Ryan,20,537,if ya don't like me.hen kiss my country ass!,1,57
maynardanc,Maynard Levy,15,563,aa,1,166
williamsijae,Anisha Williams,23,548,"I patner with creative, conscious & spiritual women and help ignite their inner STAR, so they can shine their unique light to erve the world!",1,189
lolitailywd,Lolita Slater,7,442,"I LOE ARRY STYLES, SPENCER MATTHEWS AND MARK WRIGHT",5,69
lorenyigvb,Loren Ferrell,18,519,@caitlinbieber56 ? @elintucknutt_xo ? @tamaralilly1234 ? loveeeyoou? i love @justinbieber  @JLSofficial & @Onedirection ? Follow me pleasee?????,5,43
juarezmglhh,Zoila Juarez,17,610,~ #CA7A95,2,98
harperjjuu,Mercedez Harper,19,527,aa,4,85
delenabrownqywu,Delena Brown,20,600,Official Twitter Page Of Reordig Artist/Model SYNCERE. #Shadyville Entertainment/#IGotNext? Affiliated! For Bookings Contact OfficialSyncerebooking@gmail.com,1,83
westptxy,Arron West,16,672,aa,1,63
bernieklinepqbw,Bernie Kline,23,543,The #1 #TeamFollowBackteam on twitter. Follow us and gain followers. We follow back all within 24 hours We also do #PROMO so follow us and gain.,0,173
evonoujem,Evon Carver,22,500,"hai, eunice, fourteen potterhead?. ilovemaer‹?. @zaynmalikhechos.",0,147
brettgilldmrwa,Brett Gill,18,524,"My LOVE 4 @cherylcole is indescribable, she tought me to never give up in what i believ in she has been my idol for 5 yrs and alwayswill be no matter what oxo",3,189
wileysq,Quinton Wiley,19,593,aa,1,145
venitahubbar,Venita Hubbard,18,515,aa,2,35
mikedavidgp,Mike David,30,579,"hola, soy juan, soñador, fiestero,buen amigo, etc et sigueme y te sigo",4,96
christiniaqsmaz,Christinia Patton,24,736,"Iyaaa, i'm amylouise. Follow me?:) http://t.co/H9cjYs6N . f you wanna know more ask or something yeye.",3,96
kinghhfzb,Ismael King,27,534,"Hey Im Shaun and i'm 17. I'm a huge WWE fan. Favourite's are HBK & HHH, think DX are amazing :) My Fa diva is Melina :D HBK tweeted me 3 times :D",3,62
olimpiaxkzo,Olimpia Foreman,21,523,ul,1,137
carriyx,Carri Webster,21,555,CEO OF DECOUNTET,2,34
roachxhlkr,Albert Roach,21,527,BG: My Wife ;) -- Fuck E V E R Y B O DY !,1,146
cathrynbradyxi,Cathryn Brady,24,544,aa,5,95
brunildayangqye,Brunilda Yang,17,452,aa,2,188
noelthjg,Noel Morse,17,607,aa,5,95
travisugdw,Travis Lancaster,21,535,"Author of E-Myth & The Most Successful Small Business in the World. Rdio host, Saxophone Player, Speaker. My deam is to transform small businesses worldwide!",4,102
nixonqrjne,Ngoc Nixon,22,568,'m rude bt only when I feel its necessary. Ceo Of #TeamFaceit  #TeamSmokeWell  #TittyNation &  #AssNation !!.. Follow @TittyNation_,0,49
pastyfloresahfo,Pasty Flores,17,523,Beyoncé & Rhanna... Just Loe 3,5,37
mckinneyqaf,Luther Mckinney,20,537,"O amor é como o sol, sbecomo renascer.",1,31
jennyfamt,Jenny Ortiz,20,518,Founded by Shay S. SS Strives to Promote Unsigned Talent to the World. e Promote Good Music. Help Us GetThe Word Out.,4,103
woodardzu,Roseann Woodard,16,529,aa,5,64
parkzgsw,Jennell Park,21,534,aa,0,46
maudjenningsgls,Maud Jennings,25,513,I run a website with my family and friends called Festivals For All. This means I spend most of my life at festivals I ove it!,5,82
fisherdcvyv,Kam Fisher,15,543,I really don't know wha toput here.,5,115
edmundsarg,Edmund Sargent,20,572,aa,5,163
pamalacastaned,Pamala Castaneda,25,508,"An eer evolving writer, toryteller and personal historian.",5,90
dyeraosz,Chelsea Dyer,28,540,International Tattoo artist.. @CtyofInk,5,139
deirdreydh,Deirdre Duran,25,527,"Sexy lps, dirty hips, nice ass, high class, sexy smile, bieber style.(: ?x333",1,86
graciexlygc,Gracie Howard,19,566,Official Twitter of ED Duo - FIRST STAT,1,71
krystennorman,Krysten Norman,19,556,TVplus Content Creatr. #TeamBatman TeamFollowBack,0,133
tasiapqrl,Tasia Hoffman,22,527,aa,1,163
clayagi,Ludivina Clay,20,524,I'm a cool person. You hae to weet me to know the rest . :),2,123
avrilne,Avril Hinton,27,536,I have a pasion haring great information.,5,51
muellerby,Fernande Mueller,18,513,La!,0,163
basilogzeb,Basil Sanders,23,529,Author - Gray Matters Brain Injury: The Inside Perspective - reveals the dynamics of injury to the brain.  Fonder - Gray Matters Survivor Outeach (Nonprofit).,1,139
lakiamurphyjlem,Lakia Murphy,11,554,aa,3,75
brittanikgziw,Brittani Sutton,15,546,"I was very happy when happiness cmes, but I was more pleased when i ee a beautiful smile on your face, Big fans of SimplePlan",4,95
jedgordonqhqy,Jed Gordon,22,544,FOLOW THE OWNER ===? FresH_BoY_Will,2,176
benjaminyaq,Benjamin Rowland,22,575,"'  fume maconha e não cigarros, pois neurônios você te milhôes... mas pulmôes, você só tem dois . ( bobmarley )",0,150
dixontwzf,Kristan Dixon,19,495,Tweeting anything from music to cience! Liing Life.,2,56
narcisahartma,Narcisa Hartman,20,548,Voyage & Musique; Musique  Voyage ),2,65
manninggxll,Gerald Manning,22,595,Aricle Marketing Tops and Tricks htt://articlemarketingreviews.com,2,31
gamblenznhv,Marjory Gamble,22,623,aa,3,157
reynaldapughupe,Reynalda Pugh,15,540,ringing you the 86 top deals f the year in Toronto,0,158
merrimoonip,Merri Moon,23,520,GOD¦#TMW?Pez¦#TLA?VP¦#TPQ?VP¦Co-PREZ #TF¦ #TGP¦#TC3 ¦#DMF¦#TeamShowMeThePromo¦#T2R ¦#TA¦#TeamBeatunnerz¦#YFUCCKINSTOP¦ #TWWC¦#TEAMFNGM¦#TEAMALLY¦ #SCS,2,63
careyvjk,Carline Carey,37,726,"Even a fool knows whe its gold.... and the good ones go if you wit too long, so ima go before i stay too long #teambipolar #PAUSE",2,62
saritagillhkzr,Sarita Gill,23,528,aa,2,146
fowlerdpohf,Wan Fowler,24,507,aa,3,46
bevgilesfjb,Bev Giles,15,512,Swag.   #eamiPhon,3,196
nielsenyp,Apolonia Nielsen,22,547,Every b0dy L1s dubstp,4,124
sammiehynk,Sammie Austin,18,503,#NAME?,2,82
herschelczi,Herschel Franks,22,468,you see tht botton it sas folow me,5,142
brandeolmy,Brande Hubbard,17,520,ukp tau,4,152
lishadunnors,Lisha Dunn,23,603,aa,2,103
chiquitadl,Chiquita Meyer,24,706,"est. III.VI.MCMXCIII SouthSide Quees.Here to meet new ppl,network, and link up to chill.I have a team && clothing line,its called S.E.L.F~M.A.D.E.",2,180
georgeochoatx,George Ochoa,23,512,aa,1,80
parsonsifte,Rosendo Parsons,18,538,http://t.co/8ITgXDpN herkesi beklerim,5,194
lavellegbkp,Lavelle Alexander,13,504,aa,1,192
mansjalp,Man Best,17,506,Prince of porn and CO Manager InaClub Inc.,0,87
marcelinocbkdt,Marcelino Stuart,16,559,"FOTÓGRAFO, CINEGRAFISTA E ASSESSOR PARLANTAR.",4,50
littlescgii,An Little,31,583,aa,1,180
rolandahensonqs,Rolanda Henson,21,557,"Um Muleqe Travesso, Feliz, Amigo, as Vezes chatos, Mais garanto que vou te fazer ir muito !",1,112
bullockbtua,Darron Bullock,26,648,"I'm mber, but you're more thanwelcome to call me Daddy.",1,168
starrcez,Starr Whitley,23,549,[18] I STAN FOR @NICKIMINAJ..Team Minaj Till The Deah OfMe!! Nicki Tweeted Me 11/23/11..[2/14/12] History Will Be Made -- Pink Friday: Roman Reloaded!!,5,81
sanjuanamar,Sanjuana Martin,20,515,aa,4,130
romastoutzox,Roma Stout,20,518,Advertising & Pomotons,1,179
christalmcdan,Christal Mcdaniel,21,551,aa,5,136
